File	CN State	Type	Chromosome	Cytoband Start	Size (kbp)	Marker Count	Gene Count	Genes	OMIM ® Genes Count	OMIM ® Genes	CytoRegions	Call	Segment Interpretation	Curation By	Materially Modified Segment	Microarray Nomenclature	Full Location
H18010336.OSCHP	4.0	Gain	8	p23.2	274.517	19	1	LOC101927815	0		Cytoregions Not Set				false	arr[hg19] 8p23.2(2,232,382-2,506,899)x4	chr8:2232382-2506899
H18010336.OSCHP	3.0	Gain	3	p14.1	450.413	19	2	SUCLG2-AS1, FAM19A1	1	FAM19A1 (617495)	Cytoregions Not Set				false	arr[hg19] 3p14.1(67,718,843-68,169,256)x3	chr3:67718843-68169256
H18010336.OSCHP	3.0	Gain	5	p15.33	343.452	20	7	LOC100996325, CEP72, TPPP, ZDHHC11B, ZDHHC11, BRD9, TRIP13	3	CEP72 (616475), TPPP (608773), TRIP13 (604507)	Cytoregions Not Set				false	arr[hg19] 5p15.33(560,922-904,374)x3	chr5:560922-904374
H18010336.OSCHP	3.0	Gain	8	q23.3	312.772	24	1	CSMD3	1	CSMD3 (608399)	Cytoregions Not Set				false	arr[hg19] 8q23.3(114,419,876-114,732,648)x3	chr8:114419876-114732648
H18010336.OSCHP	3.0	Gain	10	q11.22	160.932	33	6	LOC102724593, SYT15, GPRIN2, NPY4R, NPY4R2, LINC00842	3	SYT15 (608081), GPRIN2 (611240), NPY4R (601790)	Cytoregions Not Set				false	arr[hg19] 10q11.22(46,966,347-47,127,279)x3	chr10:46966347-47127279
H18010336.OSCHP	1.5	Loss	1	p36.32	19942.576	1708	309	TP73, TP73-AS1, CCDC27, SMIM1, LRRC47, CEP104, DFFB, C1orf174, LINC01134, LINC01346, LINC01345, LINC01777, LINC01646, AJAP1, MIR4417, MIR4689, NPHP4, KCNAB2, CHD5, RPL22, LOC102724450, RNF207, ICMT, LINC00337, HES3, GPR153, ACOT7, HES2, ESPN, MIR4252, TNFRSF25, PLEKHG5, NOL9, TAS1R1, ZBTB48, KLHL21, PHF13, THAP3, DNAJC11, LINC01672, CAMTA1, LOC102725193, VAMP3, PER3, UTS2, TNFRSF9, PARK7, ERRFI1, LINC01714, SLC45A1, RERE, LOC102724552, SNORD128, ENO1, MIR6728, ENO1-AS1, CA6, SLC2A7, SLC2A5, GPR157, MIR34AHG, MIR34A, LINC01759, H6PD, SPSB1, LOC100506022, SLC25A33, TMEM201, PIK3CD, PIK3CD-AS1, PIK3CD-AS2, CLSTN1, CTNNBIP1, LZIC, NMNAT1, MIR5697, RBP7, UBE4B, KIF1B, RNU6-2, PGD, CENPS, CENPS-CORT, CORT, DFFA, PEX14, CASZ1, C1orf127, TARDBP, MASP2, SRM, EXOSC10, LOC105376736, MTOR, MTOR-AS1, ANGPTL7, UBIAD1, DISP3, LINC01647, FBXO2, FBXO44, FBXO6, MAD2L2, DRAXIN, AGTRAP, C1orf167, LOC102724659, MTHFR, CLCN6, NPPA-AS1, NPPA, NPPB, KIAA2013, PLOD1, MFN2, MIIP, MIR6729, TNFRSF8, MIR7846, TNFRSF1B, MIR4632, VPS13D, SNORA59A, SNORA59B, DHRS3, MIR6730, AADACL4, AADACL3, C1orf158, PRAMEF12, PRAMEF1, LINC01784, PRAMEF11, HNRNPCL4, HNRNPCL3, HNRNPCL1, PRAMEF2, PRAMEF4, PRAMEF8, PRAMEF7, PRAMEF6, PRAMEF27, PRAMEF9, PRAMEF18, PRAMEF22, PRAMEF25, PRAMEF26, PRAMEF5, PRAMEF36P, PRAMEF34P, HNRNPCL2, PRAMEF10, PRAMEF33, PRAMEF15, PRAMEF13, PRAMEF14, PRAMEF19, PRAMEF17, PRAMEF20, LRRC38, PDPN, PRDM2, KAZN, TMEM51-AS1, TMEM51, C1orf195, FHAD1, EFHD2, CTRC, CELA2A, CELA2B, CASP9, DNAJC16, SCARNA21B, AGMAT, DDI2, RSC1A1, PLEKHM2, SLC25A34, TMEM82, FBLIM1, UQCRHL, FLJ37453, SPEN, MIR5096, ZBTB17, C1orf64, HSPB7, CLCNKA, CLCNKB, FAM131C, EPHA2, ARHGEF19, RSG1, FBXO42, SZRD1, SPATA21, NECAP2, LINC01772, CROCCP3, LOC440570, LINC01783, FAM231B, MIR3675, NBPF1, CROCCP2, MST1P2, FAM231A, FAM231C, ESPNP, MST1L, LOC102724562, LOC105376805, CROCC, MFAP2, ATP13A2, SDHB, PADI2, PADI1, PADI3, MIR3972, PADI4, PADI6, RCC2, ARHGEF10L, ACTL8, LINC01654, IGSF21, KLHDC7A, PAX7, TAS1R2, ALDH4A1, MIR4695, MIR1290, IFFO2, UBR4, LOC101927895, EMC1, MRTO4, AKR7L, AKR7A3, LOC100506730, AKR7A2, PQLC2, CAPZB, LOC105378614, MINOS1, MINOS1-NBL1, RPS14P3, NBL1, HTR6, TMCO4, RNF186, OTUD3, PLA2G2E, PLA2G2A, PLA2G5, PLA2G2D, PLA2G2F, PLA2G2C, UBXN10-AS1, UBXN10, LINC01757, VWA5B1, LINC01141, CAMK2N1, MUL1, FAM43B, CDA, PINK1, MIR6084, PINK1-AS, DDOST, KIF17, SH2D5, HP1BP3, EIF4G3, MIR1256, ECE1, LOC100506801, NBPF3, ALPL, RAP1GAP, USP48, LDLRAD2, HSPG2, CELA3B, CELA3A, LINC01635, LINC00339, CDC42, WNT4, MIR4418, ZBTB40, EPHA8, MIR6127, C1QA, C1QC, C1QB, EPHB2, MIR4684, MIR4253, LACTBL1, TEX46, KDM1A, MIR3115, MIR4419A, LUZP1, HTR1D	156	TP73 (601990), SMIM1 (615242), CEP104 (616690), DFFB (601883), AJAP1 (610972), NPHP4 (607215), KCNAB2 (601142), CHD5 (610771), RPL22 (180474), RNF207 (616923), ICMT (605851), HES3 (609971), GPR153 (614269), ACOT7 (602587), HES2 (609970), ESPN (606351), TNFRSF25 (603366), PLEKHG5 (611101), TAS1R1 (606225), ZBTB48 (165270), KLHL21 (616262), THAP3 (612532), DNAJC11 (614827), CAMTA1 (611501), VAMP3 (603657), PER3 (603427), UTS2 (604097), TNFRSF9 (602250), PARK7 (602533), ERRFI1 (608069), SLC45A1 (605763), RERE (605226), ENO1 (172430), CA6 (114780), SLC2A7 (610371), SLC2A5 (138230), MIR34A (611172), H6PD (138090), SPSB1 (611657), SLC25A33 (610816), PIK3CD (602839), CLSTN1 (611321), CTNNBIP1 (607758), LZIC (610458), NMNAT1 (608700), RBP7 (608604), UBE4B (613565), KIF1B (605995), PGD (172200), CENPS (609130), CORT (602784), DFFA (601882), PEX14 (601791), CASZ1 (609895), TARDBP (605078), MASP2 (605102), SRM (182891), EXOSC10 (605960), MTOR (601231), UBIAD1 (611632), DISP3 (611251), FBXO2 (607112), FBXO44 (609111), FBXO6 (605647), MAD2L2 (604094), DRAXIN (612682), AGTRAP (608729), MTHFR (607093), CLCN6 (602726), NPPA (108780), NPPB (600295), PLOD1 (153454), MFN2 (608507), MIIP (608772), TNFRSF8 (153243), TNFRSF1B (191191), VPS13D (608877), DHRS3 (612830), LRRC38 (615212), PDPN (608863), PRDM2 (601196), EFHD2 (616450), CTRC (601405), CELA2A (609443), CELA2B (609444), CASP9 (602234), RSC1A1 (601966), PLEKHM2 (609613), SLC25A34 (610817), FBLIM1 (607747), SPEN (613484), ZBTB17 (604084), HSPB7 (610692), CLCNKA (602024), CLCNKB (602023), EPHA2 (176946), ARHGEF19 (612496), FBXO42 (609109), NECAP2 (611624), NBPF1 (610501), CROCC (615776), MFAP2 (156790), ATP13A2 (610513), SDHB (185470), PADI2 (607935), PADI1 (607934), PADI3 (606755), PADI4 (605347), PADI6 (610363), RCC2 (609587), ARHGEF10L (612494), PAX7 (167410), TAS1R2 (606226), ALDH4A1 (606811), UBR4 (609890), EMC1 (616846), AKR7L (608478), AKR7A3 (608477), AKR7A2 (603418), PQLC2 (614760), CAPZB (601572), MINOS1 (616574), NBL1 (600613), HTR6 (601109), RNF186 (617163), OTUD3 (611758), PLA2G2A (172411), PLA2G5 (601192), PLA2G2D (605630), PLA2G2F (616793), UBXN10 (616783), CAMK2N1 (614986), MUL1 (612037), CDA (123920), PINK1 (608309), DDOST (602202), KIF17 (605037), HP1BP3 (616072), EIF4G3 (603929), ECE1 (600423), NBPF3 (612992), ALPL (171760), RAP1GAP (600278), USP48 (617445), HSPG2 (142461), CDC42 (116952), WNT4 (603490), ZBTB40 (612106), EPHA8 (176945), C1QA (120550), C1QC (120575), C1QB (120570), EPHB2 (600997), KDM1A (609132), LUZP1 (601422), HTR1D (182133)	Cytoregions Not Set				false	arr[hg19] 1p36.32p36.12(3,594,979-23,537,555)x1-2	chr1:3594979-23537555
H18010336.OSCHP	1.5	Loss	22	q11.22	4190.261	410	76	PPM1F, LOC100286925, TOP3B, PRAMENP, VPREB1, BMS1P20, ZNF280B, ZNF280A, PRAME, LL22NC03-63E9.3, POM121L1P, GGTLC2, MIR650, MIR5571, IGLL5, RSPH14, GNAZ, RAB36, BCR, FBXW4P1, CES5AP1, ZDHHC8P1, LINC01659, LINC01658, IGLL1, DRICH1, GUSBP11, RGL4, ZNF70, VPREB3, C22orf15, CHCHD10, MMP11, SMARCB1, DERL3, SLC2A11, MIF-AS1, MIF, GSTT2B, GSTT2, DDTL, DDT, GSTTP1, LOC391322, GSTT1-AS1, GSTT1, GSTTP2, CABIN1, SUSD2, GGT5, POM121L9P, SPECC1L, SPECC1L-ADORA2A, ADORA2A, ADORA2A-AS1, UPB1, GUCD1, SNRPD3, GGT1, LRRC75B, BCRP3, POM121L10P, PIWIL3, TOP1P2, SGSM1, TMEM211, KIAA1671, LOC100128531, CRYBB3, CRYBB2, IGLL3P, LRP5L, CRYBB2P1, MIR6817, GRK3, MYO18B	36	TOP3B (603582), VPREB1 (605141), PRAME (606021), GGTLC2 (612339), MIR650 (615379), RSPH14 (605663), GNAZ (139160), RAB36 (605662), BCR (151410), IGLL1 (146770), RGL4 (612214), ZNF70 (194544), VPREB3 (605017), CHCHD10 (615903), MMP11 (185261), SMARCB1 (601607), DERL3 (610305), SLC2A11 (610367), MIF (153620), DDT (602750), GSTT2 (600437), GSTT1 (600436), CABIN1 (604251), SUSD2 (615825), GGT5 (137168), SPECC1L (614140), ADORA2A (102776), UPB1 (606673), SNRPD3 (601062), GGT1 (612346), PIWIL3 (610314), SGSM1 (611417), CRYBB3 (123630), CRYBB2 (123620), GRK3 (109636), MYO18B (607295)	Cytoregions Not Set				false	arr[hg19] 22q11.22q12.1(22,277,121-26,467,382)x1-2	chr22:22277121-26467382
H18010336.OSCHP	1.5	Loss	19	p13.3	61.462	54	4	STK11, CBARP, ATP5D, MIDN	3	STK11 (602216), ATP5D (603150), MIDN (606700)	Cytoregions Not Set				false	arr[hg19] 19p13.3(1,204,463-1,265,925)x1-2	chr19:1204463-1265925
H18010336.OSCHP	1.5	Loss	9	q34.3	51.68	19	10	NDOR1, RNF208, CYSRT1, RNF224, SLC34A3, TUBB4B, FAM166A, STPG3-AS1, STPG3, NELFB	4	NDOR1 (606073), SLC34A3 (609826), TUBB4B (602660), NELFB (611180)	Cytoregions Not Set				false	arr[hg19] 9q34.3(140,112,696-140,164,376)x1-2	chr9:140112696-140164376
H18010336.OSCHP	1.0	Loss	16	p11.2	1632.742	20	9	TP53TG3E, TP53TG3F, TP53TG3B, TP53TG3, TP53TG3C, SLC6A10P, LOC390705, ENPP7P13, LINC00273	1	TP53TG3 (617482)	Cytoregions Not Set				false	arr[hg19] 16p11.2(32,564,453-34,197,195)x1	chr16:32564453-34197195
