Use In Export	File	CN State	Type	Chromosome	Cytoband Start	Size (kbp)	Marker Count	Gene Count	Genes	OMIM ® Genes Count	OMIM ® Genes	CytoRegions	Call	Interpretation	Curation By	Materially Modified Segment	Microarray Nomenclature	Full Location
true	F17000401.OSCHP	3.0	Gain	1	q21.1	320.566	26	6	LOC100288142, NBPF9, SEC22B, NOTCH2NL, NBPF10, HFE2	4	NBPF9 (613999), SEC22B (604029), NBPF10 (614000), HFE2 (608374)	Cytoregions Not Set				false	arr[hg19] 1q21.1(145,093,892-145,414,458)x3	chr1:145093892-145414458
true	F17000401.OSCHP	4.0	Gain	1	p36.33	2952.347	299	90	FAM87B, LINC00115, LOC643837, FAM41C, LOC100130417, SAMD11, NOC2L, KLHL17, PLEKHN1, C1orf170, HES4, ISG15, AGRN, RNF223, C1orf159, LOC254099, MIR200B, MIR200A, MIR429, TTLL10, TNFRSF18, TNFRSF4, SDF4, B3GALT6, FAM132A, UBE2J2, SCNN1D, ACAP3, PUSL1, CPSF3L, GLTPD1, TAS1R3, DVL1, MXRA8, AURKAIP1, CCNL2, LOC148413, MRPL20, ANKRD65, TMEM88B, VWA1, ATAD3C, ATAD3B, ATAD3A, TMEM240, SSU72, C1orf233, MIB2, MMP23B, MMP23A, CDK11B, SLC35E2B, CDK11A, SLC35E2, NADK, GNB1, CALML6, TMEM52, KIAA1751, GABRD, PRKCZ, C1orf86, SKI, MORN1, LOC100129534, RER1, PEX10, PLCH2, PANK4, HES5, LOC115110, LOC100133445, TNFRSF14, FAM213B, MMEL1, TTC34, ACTRT2, FLJ42875, PRDM16, MIR4251, ARHGEF16, MEGF6, MIR551A, TPRG1L, WRAP73, TP73, TP73-AS1, CCDC27, SMIM1, LRRC47	46	NOC2L (610770), HES4 (608060), ISG15 (147571), AGRN (103320), MIR200B (612091), MIR200A (612090), MIR429 (612094), TNFRSF18 (603905), TNFRSF4 (600315), SDF4 (614282), B3GALT6 (615291), SCNN1D (601328), CPSF3L (611354), TAS1R3 (605865), DVL1 (601365), AURKAIP1 (609183), CCNL2 (613482), MRPL20 (611833), VWA1 (611901), ATAD3B (612317), ATAD3A (612316), MIB2 (611141), MMP23B (603321), CDK11B (176873), MMP23A (603320), CDK11A (116951), NADK (611616), GNB1 (139380), CALML6 (610171), GABRD (137163), PRKCZ (176982), C1orf86 (615183), SKI (164780), PEX10 (602859), PLCH2 (612836), PANK4 (606162), HES5 (607348), TNFRSF14 (602746), ACTRT2 (608535), PRDM16 (605557), MEGF6 (604266), MIR551A (615148), TPRG1L (611460), WRAP73 (606040), TP73 (601990), SMIM1 (615242)	Cytoregions Not Set				false	arr[hg19] 1p36.33p36.32(754,191-3,706,538)x4	chr1:754191-3706538
true	F17000401.OSCHP	2.5	Gain	1	p12	1011.464	66	9	REG4, NBPF7, ADAM30, NOTCH2, FAM72B, HIST2H2BA, FCGR1B, SRGAP2D, EMBP1	6	REG4 (609846), NBPF7 (613997), ADAM30 (604779), NOTCH2 (600275), FAM72B (614711), FCGR1B (601502)	Cytoregions Not Set				false	arr[hg19] 1p12p11.2(120,339,470-121,350,934)x2-3	chr1:120339470-121350934
true	F17000401.OSCHP	2.5	Gain	2	q37.3	4900.777	346	71	COL6A3, MLPH, PRLH, RAB17, LRRFIP1, RBM44, RAMP1, UBE2F, UBE2F-SCLY, SCLY, ESPNL, KLHL30, ILKAP, LOC151174, LOC643387, HES6, PER2, TRAF3IP1, ASB1, LOC151171, TWIST2, FLJ43879, HDAC4, MIR4440, MIR4441, MGC16025, MIR4269, MIR2467, LOC150935, MIR4786, NDUFA10, OR6B2, PRR21, OR6B3, MYEOV2, OTOS, GPC1, PP14571, MIR149, ANKMY1, DUSP28, RNPEPL1, CAPN10, GPR35, AQP12B, AQP12A, KIF1A, AGXT, C2orf54, LOC200772, SNED1, MTERFD2, PASK, PPP1R7, ANO7, HDLBP, SEPT2, FARP2, STK25, BOK-AS1, BOK, THAP4, ATG4B, DTYMK, ING5, D2HGDH, GAL3ST2, NEU4, PDCD1, CXXC11, LOC728323	38	COL6A3 (120250), MLPH (606526), PRLH (602663), RAB17 (602206), LRRFIP1 (603256), RAMP1 (605153), SCLY (611056), HES6 (610331), PER2 (603426), TRAF3IP1 (607380), ASB1 (605758), TWIST2 (607556), HDAC4 (605314), NDUFA10 (603835), OTOS (607877), GPC1 (600395), MIR149 (615209), RNPEPL1 (605287), CAPN10 (605286), GPR35 (602646), AQP12A (609789), KIF1A (601255), AGXT (604285), PASK (607505), PPP1R7 (602877), ANO7 (605096), HDLBP (142695), SEPT2 (601506), STK25 (602255), BOK (605404), THAP4 (612533), ATG4B (611338), DTYMK (188345), ING5 (608525), D2HGDH (609186), GAL3ST2 (608237), NEU4 (608527), PDCD1 (600244)	Cytoregions Not Set				false	arr[hg19] 2q37.3(238,151,554-243,052,331)x2-3	chr2:238151554-243052331
true	F17000401.OSCHP	2.5	Gain	2	p25.3	16054.163	1143	72	FAM110C, SH3YL1, ACP1, FAM150B, TMEM18, LOC339822, SNTG2, TPO, PXDN, MYT1L, LOC730811, TSSC1, TRAPPC12, ADI1, RNASEH1, LOC100506054, RPS7, COLEC11, ALLC, LOC100505964, LOC727982, SOX11, LOC150622, LOC400940, LINC00487, CMPK2, RSAD2, RNF144A-AS1, RNF144A, LOC100506274, LOC339788, LINC00299, ID2, KIDINS220, MBOAT2, ASAP2, ITGB1BP1, CPSF3, IAH1, ADAM17, YWHAQ, TAF1B, GRHL1, KLF11, CYS1, RRM2, C2orf48, MIR4261, HPCAL1, ODC1, SNORA80B, NOL10, ATP6V1C2, PDIA6, KCNF1, FLJ33534, C2orf50, PQLC3, ROCK2, LINC00570, E2F6, GREB1, MIR4429, NTSR2, LPIN1, MIR4262, TRIB2, MIR3125, LOC100506474, FAM84A, NBAS, DDX1	40	FAM110C (611395), ACP1 (171500), TMEM18 (613220), SNTG2 (608715), TPO (606765), PXDN (605158), MYT1L (613084), TSSC1 (608998), TRAPPC12 (614139), ADI1 (613400), RNASEH1 (604123), RPS7 (603658), COLEC11 (612502), SOX11 (600898), CMPK2 (611787), RSAD2 (607810), ID2 (600386), MBOAT2 (611949), ASAP2 (603817), ITGB1BP1 (607153), CPSF3 (606029), ADAM17 (603639), YWHAQ (609009), TAF1B (604904), GRHL1 (609786), KLF11 (603301), RRM2 (180390), HPCAL1 (600207), ODC1 (165640), PDIA6 (611099), KCNF1 (603787), ROCK2 (604002), E2F6 (602944), GREB1 (611736), NTSR2 (605538), LPIN1 (605518), TRIB2 (609462), FAM84A (611234), NBAS (608025), DDX1 (601257)	Cytoregions Not Set				false	arr[hg19] 2p25.3p24.3(21,493-16,075,656)x2-3	chr2:21493-16075656
true	F17000401.OSCHP	3.0	Gain	2	p24.3	14.728	18	2	MYCNOS, MYCN	2	MYCNOS (605374), MYCN (164840)	Cytoregions Not Set				false	arr[hg19] 2p24.3(16,076,021-16,090,749)x3	chr2:16076021-16090749
true	F17000401.OSCHP	2.5	Gain	2	p13.2	882.565	54	15	SPR, EMX1, SFXN5, RAB11FIP5, NOTO, SMYD5, PRADC1, CCT7, FBXO41, EGR4, ALMS1, NAT8, ALMS1P, NAT8B, TPRKB	10	SPR (182125), EMX1 (600034), RAB11FIP5 (605536), CCT7 (605140), FBXO41 (609108), EGR4 (128992), ALMS1 (606844), NAT8 (606716), NAT8B (608190), TPRKB (608680)	Cytoregions Not Set				false	arr[hg19] 2p13.2p13.1(73,101,488-73,984,053)x2-3	chr2:73101488-73984053
true	F17000401.OSCHP	3.0	Gain	3	q22.2	131.681	18	1	EPHB1	1	EPHB1 (600600)	Cytoregions Not Set				false	arr[hg19] 3q22.2(134,432,508-134,564,189)x3	chr3:134432508-134564189
true	F17000401.OSCHP	3.0	Gain	3	q21.3	171.115	18	4	EEFSEC, DNAJB8, DNAJB8-AS1, GATA2	3	EEFSEC (607695), DNAJB8 (611337), GATA2 (137295)	Cytoregions Not Set				false	arr[hg19] 3q21.3(128,050,613-128,221,728)x3	chr3:128050613-128221728
true	F17000401.OSCHP	2.5	Gain	3	q21.2	2294.703	146	25	SLC41A3, ALDH1L1, ALDH1L1-AS1, ALDH1L1-AS2, KLF15, CCDC37, ZXDC, UROC1, CHST13, C3orf22, TXNRD3NB, TXNRD3, NUP210P1, CHCHD6, PLXNA1, C3orf56, TPRA1, MCM2, PODXL2, ABTB1, MGLL, KBTBD12, SEC61A1, RUVBL1, EEFSEC	14	SLC41A3 (610803), ALDH1L1 (600249), KLF15 (606465), UROC1 (613012), CHST13 (610124), TXNRD3 (606235), PLXNA1 (601055), TPRA1 (608336), MCM2 (116945), ABTB1 (608308), MGLL (609699), SEC61A1 (609213), RUVBL1 (603449), EEFSEC (607695)	Cytoregions Not Set				false	arr[hg19] 3q21.2q21.3(125,743,670-128,038,373)x2-3	chr3:125743670-128038373
