Use In Export	File	CN State	Type	Chromosome	Cytoband Start	Size (kbp)	Marker Count	Gene Count	Genes	OMIM ® Genes Count	OMIM ® Genes	CytoRegions	Call	Interpretation	Curation By	Materially Modified Segment	Microarray Nomenclature	Full Location
true	F16_592.OSCHP	5.0	Gain	22	q11.23	43.891	20	4	GSTTP1, LOC391322, GSTT1, GSTTP2	1	GSTT1 (600436)	Cytoregions Not Set				false	arr[hg19] 22q11.23(24,346,427-24,390,318)x5	chr22:24346427-24390318
true	F16_592.OSCHP	3.0	Gain	2	p16.2	256.403	18	6	ASB3, GPR75-ASB3, ERLEC1, MIR3682, GPR75, PSME4	4	ASB3 (605760), ERLEC1 (611229), GPR75 (606704), PSME4 (607705)	Cytoregions Not Set				false	arr[hg19] 2p16.2(54,009,843-54,266,246)x3	chr2:54009843-54266246
true	F16_592.OSCHP	3.0	Gain	19	q12	256.901	18	0		0		Cytoregions Not Set				false	arr[hg19] 19q12q13.11(32,347,669-32,604,570)x3	chr19:32347669-32604570
true	F16_592.OSCHP	3.0	Gain	21	q22.3	248.689	18	4	NDUFV3, PKNOX1, CBS, U2AF1	4	NDUFV3 (602184), PKNOX1 (602100), CBS (613381), U2AF1 (191317)	Cytoregions Not Set				false	arr[hg19] 21q22.3(44,314,874-44,563,563)x3	chr21:44314874-44563563
true	F16_592.OSCHP	2.5	Gain	8	p12	8458.531	613	44	FUT10, MAK16, TTI2, RNF122, DUSP26, UNC5D, KCNU1, ZNF703, ERLIN2, LOC728024, PROSC, GPR124, BRF2, RAB11FIP1, GOT1L1, ADRB3, EIF4EBP1, ASH2L, STAR, LSM1, BAG4, DDHD2, PPAPDC1B, WHSC1L1, LETM2, FGFR1, C8orf86, RNF5P1, TACC1, PLEKHA2, HTRA4, TM2D2, ADAM9, ADAM32, ADAM5, ADAM3A, LOC100130964, ADAM18, ADAM2, IDO1, IDO2, C8orf4, ZMAT4, SFRP1	27	TTI2 (614426), KCNU1 (615215), ERLIN2 (611605), PROSC (604436), GPR124 (606823), BRF2 (607013), RAB11FIP1 (608737), ADRB3 (109691), EIF4EBP1 (602223), ASH2L (604782), STAR (600617), LSM1 (607281), BAG4 (603884), DDHD2 (615003), PPAPDC1B (610626), WHSC1L1 (607083), FGFR1 (136350), TACC1 (605301), PLEKHA2 (607773), HTRA4 (610700), TM2D2 (610081), ADAM9 (602713), ADAM2 (601533), IDO1 (147435), IDO2 (612129), C8orf4 (607702), SFRP1 (604156)	Cytoregions Not Set				false	arr[hg19] 8p12p11.21(32,764,480-41,223,011)x2-3	chr8:32764480-41223011
true	F16_592.OSCHP	1.5	Loss	2	q34	523.809	35	3	IKZF2, LOC100130451, SPAG16	2	IKZF2 (606234), SPAG16 (612173)	Cytoregions Not Set				false	arr[hg19] 2q34(213,889,474-214,413,283)x1-2	chr2:213889474-214413283
true	F16_592.OSCHP	1.5	Loss	3	p13	103.848	155	1	MITF	1	MITF (156845)	Cytoregions Not Set				false	arr[hg19] 3p13(69,829,638-69,933,486)x1-2	chr3:69829638-69933486
true	F16_592.OSCHP	1.5	Loss	5	q31.1	996.369	79	15	RAPGEF6, FNIP1, LOC728637, ACSL6, IL3, CSF2, P4HA2, PDLIM4, SLC22A4, LOC553103, MIR3936, SLC22A5, C5orf56, IRF1, IL5	11	RAPGEF6 (610499), FNIP1 (610594), ACSL6 (604443), IL3 (147740), CSF2 (138960), P4HA2 (600608), PDLIM4 (603422), SLC22A4 (604190), SLC22A5 (603377), IRF1 (147575), IL5 (147850)	Cytoregions Not Set				false	arr[hg19] 5q31.1(130,892,740-131,889,109)x1-2	chr5:130892740-131889109
true	F16_592.OSCHP	1.5	Loss	7	q31.2	91.532	104	1	MET	1	MET (164860)	Cytoregions Not Set				false	arr[hg19] 7q31.2(116,285,714-116,377,246)x1-2	chr7:116285714-116377246
true	F16_592.OSCHP	1.5	Loss	9	p21.3	34.183	41	3	CDKN2A, CDKN2B-AS1, CDKN2B	3	CDKN2A (600160), CDKN2B-AS1 (613149), CDKN2B (600431)	Cytoregions Not Set				false	arr[hg19] 9p21.3(21,977,177-22,011,360)x1-2	chr9:21977177-22011360
