File	CN State	Type	Chromosome	Cytoband Start	Size (kbp)	Marker Count	Gene Count	Genes	OMIM ® Genes Count	OMIM ® Genes	CytoRegions	Call	Segment Interpretation	Curation By	Materially Modified Segment	Microarray Nomenclature	Full Location
H18011528.OSCHP	4.0	Gain	2	q35	383.386	32	3	LOC101928103, ABCA12, ATIC	2	ABCA12 (607800), ATIC (601731)	Cytoregions Not Set				false	arr[hg19] 2q35(215,812,659-216,196,045)x4	chr2:215812659-216196045
H18011528.OSCHP	4.0	Gain	5	p13.3	59.316	25	2	PDZD2, GOLPH3	2	PDZD2 (610697), GOLPH3 (612207)	Cytoregions Not Set				false	arr[hg19] 5p13.3(32,109,121-32,168,437)x4	chr5:32109121-32168437
H18011528.OSCHP	3.0	Gain	9	q31.3	258.741	19	3	ACTL7B, ACTL7A, ELP1	3	ACTL7B (604304), ACTL7A (604303), ELP1 (603722)	Cytoregions Not Set				false	arr[hg19] 9q31.3(111,402,409-111,661,150)x3	chr9:111402409-111661150
H18011528.OSCHP	3.0	Gain	X	p22.33	384.691	19	3	CRLF2, CSF2RA, MIR3690	4	CRLF2 (300357), CRLF2 (400023), CSF2RA (306250), CSF2RA (425000)	Cytoregions Not Set				false	arr[hg19] Xp22.33(1,033,295-1,417,986)x3	chrX:1033295-1417986
H18011528.OSCHP	3.0	Gain	15	q11.2	296.388	19	5	CYFIP1, NIPA2, NIPA1, LOC283683, WHAMMP3	3	CYFIP1 (606322), NIPA2 (608146), NIPA1 (608145)	Cytoregions Not Set				false	arr[hg19] 15q11.2(22,926,726-23,223,114)x3	chr15:22926726-23223114
H18011528.OSCHP	3.0	Gain	3	q29	347.279	23	3	DLG1, MIR4797, DLG1-AS1	1	DLG1 (601014)	Cytoregions Not Set				false	arr[hg19] 3q29(196,814,423-197,161,702)x3	chr3:196814423-197161702
H18011528.OSCHP	3.0	Gain	1	q42.11	283.153	20	7	FBXO28, DEGS1, LOC101927143, LOC101927164, NVL, MIR320B2, CNIH4	4	FBXO28 (609100), DEGS1 (615843), NVL (602426), CNIH4 (617483)	Cytoregions Not Set				false	arr[hg19] 1q42.11(224,283,063-224,566,216)x3	chr1:224283063-224566216
H18011528.OSCHP	3.0	Gain	19	q13.2	362.178	24	6	FCGBP, PSMC4, ZNF546, ZNF780B, ZNF780A, MAP3K10	3	FCGBP (617553), PSMC4 (602707), MAP3K10 (600137)	Cytoregions Not Set				false	arr[hg19] 19q13.2(40,339,092-40,701,270)x3	chr19:40339092-40701270
H18011528.OSCHP	3.0	Gain	14	q22.1	1820.464	122	17	FRMD6, FRMD6-AS1, GNG2, LOC102723604, C14orf166, NID2, PTGDR, PTGER2, TXNDC16, GPR137C, ERO1A, PSMC6, STYX, GNPNAT1, FERMT2, DDHD1, LOC101927620	13	FRMD6 (614555), GNG2 (606981), C14orf166 (610858), NID2 (605399), PTGDR (604687), PTGER2 (176804), TXNDC16 (616179), ERO1A (615435), PSMC6 (602708), STYX (615814), GNPNAT1 (616510), FERMT2 (607746), DDHD1 (614603)	Cytoregions Not Set				false	arr[hg19] 14q22.1(52,092,370-53,912,834)x3	chr14:52092370-53912834
H18011528.OSCHP	3.0	Gain	14	q21.2	681.043	47	3	FSCB, LOC105370473, LINC02302	1	FSCB (611779)	Cytoregions Not Set				false	arr[hg19] 14q21.2(44,565,010-45,246,053)x3	chr14:44565010-45246053
H18011528.OSCHP	3.0	Gain	6	p22.3	253.093	18	2	HDGFL1, LOC105374972	0		Cytoregions Not Set				false	arr[hg19] 6p22.3(22,453,143-22,706,236)x3	chr6:22453143-22706236
