Use In Export	File	CN State	Type	Chromosome	Cytoband Start	Size (kbp)	Marker Count	Gene Count	Genes	OMIM ® Genes Count	OMIM ® Genes	CytoRegions	Call	Interpretation	Curation By	Materially Modified Segment	Microarray Nomenclature	Full Location
true	F18000148.OSCHP	4.0	Gain	3	p21.1	100.731	21	1	PBRM1	1	PBRM1 (606083)	Cytoregions Not Set				false	arr[hg19] 3p21.1(52,608,528-52,709,259)x4	chr3:52608528-52709259
true	F18000148.OSCHP	4.0	Gain	5	q35.2	212.834	41	5	NSD1, RAB24, PRELID1, MXD3, LMAN2	5	NSD1 (606681), RAB24 (612415), PRELID1 (605733), MXD3 (609450), LMAN2 (609551)	Cytoregions Not Set				false	arr[hg19] 5q35.2q35.3(176,564,188-176,777,022)x4	chr5:176564188-176777022
true	F18000148.OSCHP	4.0	Gain	12	q13.3	101.254	65	3	SLC26A10, B4GALNT1, OS9	2	B4GALNT1 (601873), OS9 (609677)	Cytoregions Not Set				false	arr[hg19] 12q13.3q14.1(58,012,162-58,113,416)x4	chr12:58012162-58113416
true	F18000148.OSCHP	4.0	Gain	14	q32.2	281.994	20	2	EML1, EVL	1	EML1 (602033)	Cytoregions Not Set				false	arr[hg19] 14q32.2(100,271,375-100,553,369)x4	chr14:100271375-100553369
true	F18000148.OSCHP	3.0	Gain	1	q31.1	47749.117	3570	384	RGS18, RGS21, RGS1, RGS13, RGS2, UCHL5, TROVE2, GLRX2, CDC73, MIR1278, B3GALT2, KCNT2, MIR4735, CFH, CFHR3, CFHR1, CFHR4, CFHR2, CFHR5, F13B, ASPM, ZBTB41, CRB1, DENND1B, C1orf53, LHX9, NEK7, ATP6V1G3, PTPRC, MIR181A1HG, MIR181B1, MIR181A1, NR5A2, LINC00862, ZNF281, KIF14, DDX59, CAMSAP2, GPR25, C1orf106, KIF21B, CACNA1S, ASCL5, TMEM9, IGFN1, PKP1, TNNT2, LAD1, TNNI1, PHLDA3, CSRP1, RPS10P7, NAV1, MIR5191, RNU6-79P, MIR1231, IPO9, SHISA4, LMOD1, TIMM17A, RNPEP, ELF3, GPR37L1, ARL8A, PTPN7, PTPRVP, LGR6, UBE2T, PPP1R12B, SYT2, KDM5B, PCAT6, LOC641515, LOC148709, RABIF, KLHL12, ADIPOR1, CYB5R1, LOC401980, TMEM183A, TMEM183B, PPFIA4, MYOG, ADORA1, MYBPH, CHI3L1, CHIT1, LOC730227, BTG2, FMOD, PRELP, OPTC, ATP2B4, SNORA77, LINC00260, LAX1, ZC3H11A, ZBED6, SNRPE, LINC00303, SOX13, ETNK2, REN, KISS1, GOLT1A, PLEKHA6, LINC00628, PPP1R15B, PIK3C2B, MDM4, LRRN2, NFASC, CNTN2, TMEM81, RBBP5, DSTYK, TMCC2, NUAK2, KLHDC8A, LEMD1-AS1, LEMD1, MIR135B, CDK18, LOC284578, MFSD4, ELK4, SLC45A3, NUCKS1, RAB7L1, SLC41A1, PM20D1, LOC284581, SLC26A9, FAM72A, AVPR1B, C1orf186, CTSE, SRGAP2B, SRGAP2C, SRGAP2, SRGAP2D, IKBKE, RASSF5, EIF2D, DYRK3, MAPKAPK2, IL10, IL19, IL20, IL24, FAIM3, PIGR, FCAMR, C1orf116, YOD1, PFKFB2, C4BPB, C4BPA, CD55, CR2, CR1, CR1L, CD46, MIR29C, MIR29B2, LOC148696, CD34, PLXNA2, MIR205HG, MIR205, CAMK1G, LAMB3, MIR4260, G0S2, HSD11B1, TRAF3IP3, C1orf74, IRF6, DIEXF, SYT14, SERTAD4-AS1, SERTAD4, HHAT, KCNH1, RCOR3, TRAF5, LINC00467, RD3, SLC30A1, NEK2, LPGAT1, INTS7, DTL, MIR3122, PPP2R5A, SNORA16B, TMEM206, NENF, ATF3, FAM71A, BATF3, NSL1, TATDN3, C1orf227, FLVCR1-AS1, FLVCR1, VASH2, ANGEL2, RPS6KC1, LINC00538, PROX1, SMYD2, PTPN14, CENPF, KCNK2, KCTD3, USH2A, ESRRG, GPATCH2, SPATA17, LINC00210, RRP15, LOC728463, TGFB2, LOC643723, LYPLAL1, RNU5F-1, SLC30A10, EPRS, BPNT1, IARS2, MIR215, MIR194-1, RAB3GAP2, MIR664, SNORA36B, AURKAPS1, MARK1, C1orf115, MARC2, MARC1, HLX, C1orf140, DUSP10, HHIPL2, TAF1A, MIA3, AIDA, BROX, FAM177B, DISP1, TLR5, SUSD4, C1orf65, CAPN8, CAPN2, TP53BP2, FBXO28, DEGS1, NVL, MIR320B2, CNIH4, WDR26, MIR4742, CNIH3, DNAH14, LBR, ENAH, SRP9, EPHX1, TMEM63A, LEFTY1, PYCR2, LEFTY2, SDE2, H3F3A, H3F3AP4, ACBD3, MIXL1, LIN9, PARP1, C1orf95, ITPKB, PSEN2, ADCK3, CDC42BPA, ZNF678, ZNF847P, LOC100130093, JMJD4, SNAP47, PRSS38, WNT9A, MIR5008, WNT3A, ARF1, MIR3620, C1orf35, MRPL55, GUK1, GJC2, C1orf148, IBA57, C1orf145, OBSCN, TRIM11, TRIM17, HIST3H3, HIST3H2A, HIST3H2BB, MIR4666A, RNF187, RHOU, DUSP5P1, RAB4A, SPHAR, CCSAP, ACTA1, NUP133, ABCB10, TAF5L, URB2, GALNT2, PGBD5, COG2, AGT, CAPN9, C1orf198, TTC13, ARV1, FAM89A, MIR1182, TRIM67, LOC149373, C1orf131, GNPAT, EXOC8, SPRTN, EGLN1, SNRPD2P2, TSNAX, TSNAX-DISC1, LINC00582, DISC1, DISC2, SIPA1L2, MAP10, NTPCR, PCNXL2, KIAA1804, KCNK1, MIR4427, SLC35F3, MIR4671, COA6, TARBP1, LOC100506795, IRF2BP2, LINC00184, LOC100506810, TOMM20, SNORA14B, RBM34, ARID4B, MIR4753, GGPS1, TBCE, B3GALNT2, GNG4, LYST, MIR1537, NID1, GPR137B, ERO1LB, EDARADD, LGALS8, LGALS8-AS1, HEATR1, ACTN2, MTR, MT1HL1, RYR2, LOC100130331, ZP4	247	RGS18 (607192), RGS21 (612407), RGS1 (600323), RGS13 (607190), RGS2 (600861), UCHL5 (610667), TROVE2 (600063), GLRX2 (606820), CDC73 (607393), B3GALT2 (603018), KCNT2 (610044), CFH (134370), CFHR3 (605336), CFHR1 (134371), CFHR4 (605337), CFHR2 (600889), CFHR5 (608593), F13B (134580), ASPM (605481), CRB1 (604210), DENND1B (613292), LHX9 (606066), NEK7 (606848), PTPRC (151460), MIR181B1 (612744), MIR181A1 (612742), NR5A2 (604453), KIF14 (611279), CAMSAP2 (613775), GPR25 (602174), KIF21B (608322), CACNA1S (114208), PKP1 (601975), TNNT2 (191045), LAD1 (602314), TNNI1 (191042), PHLDA3 (607054), CSRP1 (123876), NAV1 (611628), LMOD1 (602715), TIMM17A (605057), RNPEP (602675), ELF3 (602191), PTPN7 (176889), LGR6 (606653), UBE2T (610538), PPP1R12B (603768), SYT2 (600104), KDM5B (605393), RABIF (603417), KLHL12 (614522), ADIPOR1 (607945), CYB5R1 (608341), TMEM183B (611365), PPFIA4 (603145), MYOG (159980), ADORA1 (102775), MYBPH (160795), CHI3L1 (601525), CHIT1 (600031), BTG2 (601597), FMOD (600245), PRELP (601914), OPTC (605127), ATP2B4 (108732), ZC3H11A (613513), ZBED6 (613512), SNRPE (128260), SOX13 (604748), ETNK2 (609859), REN (179820), KISS1 (603286), PLEKHA6 (607771), PPP1R15B (613257), PIK3C2B (602838), MDM4 (602704), LRRN2 (605492), NFASC (609145), CNTN2 (190197), RBBP5 (600697), DSTYK (612666), NUAK2 (608131), KLHDC8A (614503), LEMD1 (610480), CDK18 (169190), ELK4 (600246), SLC45A3 (605097), NUCKS1 (611912), RAB7L1 (603949), SLC41A1 (610801), SLC26A9 (608481), FAM72A (614710), AVPR1B (600264), CTSE (116890), SRGAP2B (614703), SRGAP2C (614704), SRGAP2 (606524), SRGAP2D (614705), IKBKE (605048), RASSF5 (607020), EIF2D (613709), DYRK3 (603497), MAPKAPK2 (602006), IL10 (124092), IL19 (605687), IL20 (605619), IL24 (604136), FAIM3 (606015), PIGR (173880), FCAMR (605484), C1orf116 (611680), YOD1 (612023), PFKFB2 (171835), C4BPB (120831), C4BPA (120830), CD55 (125240), CR2 (120650), CR1 (120620), CR1L (605886), CD46 (120920), MIR29C (610784), CD34 (142230), PLXNA2 (601054), MIR205 (613147), CAMK1G (614994), LAMB3 (150310), G0S2 (614447), HSD11B1 (600713), TRAF3IP3 (608255), IRF6 (607199), SYT14 (610949), HHAT (605743), KCNH1 (603305), TRAF5 (602356), RD3 (180040), SLC30A1 (609521), NEK2 (604043), LPGAT1 (610473), INTS7 (611350), DTL (610617), PPP2R5A (601643), NENF (611874), ATF3 (603148), BATF3 (612470), NSL1 (609174), FLVCR1-AS1 (610864), FLVCR1 (609144), VASH2 (610471), LINC00538 (614635), PROX1 (601546), SMYD2 (610663), PTPN14 (603155), CENPF (600236), KCNK2 (603219), KCTD3 (613272), USH2A (608400), ESRRG (602969), SPATA17 (611032), RRP15 (611193), TGFB2 (190220), SLC30A10 (611146), EPRS (138295), BPNT1 (604053), IARS2 (612801), MIR215 (610943), MIR194-1 (610940), RAB3GAP2 (609275), MARK1 (606511), MARC2 (614127), MARC1 (614126), HLX (142995), DUSP10 (608867), TAF1A (604903), MIA3 (613455), AIDA (612375), DISP1 (607502), TLR5 (603031), CAPN2 (114230), TP53BP2 (602143), FBXO28 (609100), NVL (602426), DNAH14 (603341), LBR (600024), ENAH (609061), SRP9 (600707), EPHX1 (132810), LEFTY1 (603037), LEFTY2 (601877), H3F3A (601128), ACBD3 (606809), MIXL1 (609852), LIN9 (609375), PARP1 (173870), ITPKB (147522), PSEN2 (600759), ADCK3 (606980), CDC42BPA (603412), WNT9A (602863), WNT3A (606359), ARF1 (103180), MRPL55 (611859), GUK1 (139270), GJC2 (608803), OBSCN (608616), TRIM11 (607868), TRIM17 (606123), HIST3H3 (602820), HIST3H2A (615015), HIST3H2BB (615046), RNF187 (613754), RHOU (606366), RAB4A (179511), ACTA1 (102610), NUP133 (607613), ABCB10 (605454), GALNT2 (602274), COG2 (606974), AGT (106150), CAPN9 (606401), ARV1 (611647), TRIM67 (610584), GNPAT (602744), EXOC8 (615283), EGLN1 (606425), TSNAX (602964), DISC1 (605210), DISC2 (606271), SIPA1L2 (611609), - (614793), KCNK1 (601745), COA6 (614772), TARBP1 (605052), TOMM20 (601848), ARID4B (609696), GGPS1 (606982), TBCE (604934), B3GALNT2 (610194), GNG4 (604388), LYST (606897), NID1 (131390), GPR137B (604658), EDARADD (606603), LGALS8 (606099), ACTN2 (102573), MTR (156570), RYR2 (180902), ZP4 (613514)	Cytoregions Not Set				false	arr[hg19] 1q31.1q43(190,785,817-238,534,934)x3	chr1:190785817-238534934
true	F18000148.OSCHP	3.0	Gain	3	p21.31	977.345	72	33	NCKIPSD, IP6K2, PRKAR2A, SLC25A20, ARIH2OS, ARIH2, P4HTM, WDR6, DALRD3, MIR425, NDUFAF3, MIR191, IMPDH2, QRICH1, QARS, USP19, LAMB2, LAMB2P1, CCDC71, KLHDC8B, LOC646498, CCDC36, C3orf62, MIR4271, USP4, GPX1, RHOA, TCTA, AMT, NICN1, DAG1, BSN-AS2, BSN	22	NCKIPSD (606671), IP6K2 (606992), PRKAR2A (176910), SLC25A20 (613698), ARIH2 (605615), P4HTM (614584), WDR6 (606031), NDUFAF3 (612911), MIR191 (615150), IMPDH2 (146691), QARS (603727), USP19 (614471), LAMB2 (150325), KLHDC8B (613169), USP4 (603486), GPX1 (138320), RHOA (165390), TCTA (600690), AMT (238310), NICN1 (611516), DAG1 (128239), BSN (604020)	Cytoregions Not Set				false	arr[hg19] 3p21.31(48,719,452-49,696,797)x3	chr3:48719452-49696797
true	F18000148.OSCHP	3.0	Gain	3	p21.2	283.325	20	6	RAD54L2, TEX264, GRM2, IQCF6, IQCF4, IQCF3	1	GRM2 (604099)	Cytoregions Not Set				false	arr[hg19] 3p21.2(51,598,253-51,881,578)x3	chr3:51598253-51881578
true	F18000148.OSCHP	3.0	Gain	3	p11.1	399.333	26	0		0		Cytoregions Not Set				false	arr[hg19] 3p11.1(90,074,288-90,473,621)x3	chr3:90074288-90473621
true	F18000148.OSCHP	3.0	Gain	4	p16.3	282.944	20	4	HTT-AS1, HTT, MSANTD1, RGS12	2	HTT (613004), RGS12 (602512)	Cytoregions Not Set				false	arr[hg19] 4p16.3(3,057,194-3,340,138)x3	chr4:3057194-3340138
true	F18000148.OSCHP	3.0	Gain	5	q32	82.378	18	2	HMGXB3, CSF1R	1	CSF1R (164770)	Cytoregions Not Set				false	arr[hg19] 5q32(149,393,005-149,475,383)x3	chr5:149393005-149475383
