Use In Export	File	CN State	Type	Chromosome	Cytoband Start	Size (kbp)	Marker Count	Gene Count	Genes	OMIM ® Genes Count	OMIM ® Genes	CytoRegions	Call	Interpretation	Curation By	Materially Modified Segment	Microarray Nomenclature	Full Location
true	F18000240.OSCHP	10.0	Gain	8	p21.3	92.145	21	1	PPP3CC	1	PPP3CC (114107)	Cytoregions Not Set				false	arr[hg19] 8p21.3(22,312,060-22,404,205)x10	chr8:22312060-22404205
true	F18000240.OSCHP	8.0	Gain	6	q27	95.06	20	1	MLLT4	1	MLLT4 (159559)	Cytoregions Not Set				false	arr[hg19] 6q27(168,243,358-168,338,418)x8	chr6:168243358-168338418
true	F18000240.OSCHP	8.0	Gain	11	p11.2	138.391	28	1	EXT2	1	EXT2 (608210)	Cytoregions Not Set				false	arr[hg19] 11p11.2(44,133,682-44,272,073)x8	chr11:44133682-44272073
true	F18000240.OSCHP	8.0	Gain	11	q23.3	72.279	30	1	CBL	1	CBL (165360)	Cytoregions Not Set				false	arr[hg19] 11q23.3(119,090,237-119,162,516)x8	chr11:119090237-119162516
true	F18000240.OSCHP	8.0	Gain	11	q23.3	136.988	27	1	ARHGEF12	1	ARHGEF12 (604763)	Cytoregions Not Set				false	arr[hg19] 11q23.3(120,218,242-120,355,230)x8	chr11:120218242-120355230
true	F18000240.OSCHP	7.0	Gain	17	q21.31	41.564	43	1	BRCA1	1	BRCA1 (113705)	Cytoregions Not Set				false	arr[hg19] 17q21.31(41,218,332-41,259,896)x7	chr17:41218332-41259896
true	F18000240.OSCHP	6.0	Gain	8	q24.3	318.885	65	1	PTK2	1	PTK2 (600758)	Cytoregions Not Set				false	arr[hg19] 8q24.3(141,684,169-142,003,054)x6	chr8:141684169-142003054
true	F18000240.OSCHP	6.0	Gain	10	q23.2	159.595	65	1	BMPR1A	1	BMPR1A (601299)	Cytoregions Not Set				false	arr[hg19] 10q23.2(88,522,960-88,682,555)x6	chr10:88522960-88682555
true	F18000240.OSCHP	6.0	Gain	12	p11.1	269.13	21	0		0		Cytoregions Not Set				false	arr[hg19] 12p11.1(34,559,081-34,828,211)x6	chr12:34559081-34828211
true	F18000240.OSCHP	6.0	Gain	12	q13.13	142.69	31	0		0		Cytoregions Not Set				false	arr[hg19] 12q13.13(54,175,872-54,318,562)x6	chr12:54175872-54318562
true	F18000240.OSCHP	6.0	Gain	20	q13.12	107.655	43	1	NCOA3	1	NCOA3 (601937)	Cytoregions Not Set				false	arr[hg19] 20q13.12(46,175,932-46,283,587)x6	chr20:46175932-46283587
true	F18000240.OSCHP	5.0	Gain	12	q11	533.248	31	0		0		Cytoregions Not Set				false	arr[hg19] 12q11q12(37,902,987-38,436,235)x5	chr12:37902987-38436235
true	F18000240.OSCHP	5.0	Gain	15	q26.1	110.191	21	1	BLM	1	BLM (604610)	Cytoregions Not Set				false	arr[hg19] 15q26.1(91,241,739-91,351,930)x5	chr15:91241739-91351930
true	F18000240.OSCHP	5.0	Gain	22	q13.1	283.791	20	2	ENTHD1, GRAP2	1	GRAP2 (604518)	Cytoregions Not Set				false	arr[hg19] 22q13.1(40,098,458-40,382,249)x5	chr22:40098458-40382249
true	F18000240.OSCHP	4.0	Gain	3	p21.31	2161.767	193	51	LRRC2, LRRC2-AS1, TDGF1, LOC100132146, ALS2CL, TMIE, PRSS50, PRSS46, PRSS45, PRSS42, MYL3, PTH1R, CCDC12, NBEAL2, NRADDP, SETD2, KIF9-AS1, KIF9, KLHL18, PTPN23, SCAP, ELP6, CSPG5, SMARCC1, DHX30, MIR1226, MAP4, CDC25A, MIR4443, CAMP, ZNF589, NME6, SPINK8, FBXW12, PLXNB1, CCDC51, TMA7, ATRIP, TREX1, SHISA5, PFKFB4, UCN2, COL7A1, MIR711, UQCRC1, TMEM89, SLC26A6, CELSR3, MIR4793, NCKIPSD, IP6K2	32	LRRC2 (607180), TDGF1 (187395), ALS2CL (612402), TMIE (607237), PRSS50 (607950), MYL3 (160790), PTH1R (168468), NBEAL2 (614169), SETD2 (612778), KIF9 (607910), PTPN23 (606584), SCAP (601510), ELP6 (615020), CSPG5 (606775), SMARCC1 (601732), MAP4 (157132), CDC25A (116947), CAMP (600474), NME6 (608294), FBXW12 (609075), PLXNB1 (601053), ATRIP (606605), TREX1 (606609), SHISA5 (607290), PFKFB4 (605320), UCN2 (605902), COL7A1 (120120), UQCRC1 (191328), SLC26A6 (610068), CELSR3 (604264), NCKIPSD (606671), IP6K2 (606992)	Cytoregions Not Set				false	arr[hg19] 3p21.31(46,569,720-48,731,487)x4	chr3:46569720-48731487
