File	CN State	Type	Chromosome	Cytoband Start	Size (kbp)	Marker Count	Gene Count	Genes	OMIM ® Genes Count	OMIM ® Genes	CytoRegions	Call	Segment Interpretation	Curation By	Materially Modified Segment	Microarray Nomenclature	Full Location
H18011527.OSCHP	4.0	Gain	1	q32.2	3294.138	241	34	KCNH1, KCNH1-IT1, RCOR3, TRAF5, LINC00467, RD3, SLC30A1, LINC01693, NEK2, LPGAT1, LOC102723727, INTS7, DTL, MIR3122, LOC101929541, PPP2R5A, SNORA16B, TMEM206, NENF, LINC01740, ATF3, FAM71A, BATF3, NSL1, TATDN3, SPATA45, FLVCR1-AS1, FLVCR1, VASH2, ANGEL2, RPS6KC1, PROX1-AS1, LINC00538, PROX1	19	KCNH1 (603305), TRAF5 (602356), RD3 (180040), SLC30A1 (609521), NEK2 (604043), LPGAT1 (610473), INTS7 (611350), DTL (610617), PPP2R5A (601643), NENF (611874), ATF3 (603148), BATF3 (612470), NSL1 (609174), FLVCR1-AS1 (610864), FLVCR1 (609144), VASH2 (610471), RPS6KC1 (617517), LINC00538 (614635), PROX1 (601546)	Cytoregions Not Set				false	arr[hg19] 1q32.2q32.3(210,967,212-214,261,350)x4	chr1:210967212-214261350
H18011527.OSCHP	3.0	Gain	11	q13.2	345.506	18	4	ALDH3B2, FAM86C2P, UNC93B1, ALDH3B1	3	ALDH3B2 (601917), UNC93B1 (608204), ALDH3B1 (600466)	Cytoregions Not Set				false	arr[hg19] 11q13.2(67,438,194-67,783,700)x3	chr11:67438194-67783700
H18011527.OSCHP	3.0	Gain	8	q13.1	258.745	18	4	DNAJC5B, TRIM55, CRH, LINC00967	3	DNAJC5B (613945), TRIM55 (606469), CRH (122560)	Cytoregions Not Set				false	arr[hg19] 8q13.1(66,859,563-67,118,308)x3	chr8:66859563-67118308
H18011527.OSCHP	3.0	Gain	18	q21.2	67.388	22	2	ELAC1, SMAD4	2	ELAC1 (608079), SMAD4 (600993)	Cytoregions Not Set				false	arr[hg19] 18q21.2(48,514,394-48,581,782)x3	chr18:48514394-48581782
H18011527.OSCHP	3.0	Gain	11	q13.5	193.224	54	1	EMSY	1	EMSY (608574)	Cytoregions Not Set				false	arr[hg19] 11q13.5(76,159,684-76,352,908)x3	chr11:76159684-76352908
H18011527.OSCHP	3.0	Gain	13	q33.3	2931.742	353	16	FAM155A, FAM155A-IT1, LIG4, ABHD13, TNFSF13B, MYO16, MYO16-AS1, LINC00399, LINC00676, IRS2, LINC00396, LOC105370361, COL4A1, COL4A2, MIR8073, COL4A2-AS2	6	LIG4 (601837), TNFSF13B (603969), MYO16 (615479), IRS2 (600797), COL4A1 (120130), COL4A2 (120090)	Cytoregions Not Set				false	arr[hg19] 13q33.3q34(108,214,222-111,145,964)x3	chr13:108214222-111145964
H18011527.OSCHP	3.0	Gain	1	p36.33	1187.842	75	65	FAM87B, LINC00115, LINC01128, FAM41C, LOC100130417, SAMD11, NOC2L, KLHL17, PLEKHN1, PERM1, HES4, ISG15, AGRN, RNF223, C1orf159, LINC01342, MIR200B, MIR200A, MIR429, TTLL10, TNFRSF18, TNFRSF4, SDF4, B3GALT6, C1QTNF12, UBE2J2, SCNN1D, ACAP3, MIR6726, SNORD167, PUSL1, INTS11, MIR6727, CPTP, TAS1R3, DVL1, MIR6808, MXRA8, AURKAIP1, CCNL2, LOC148413, MRPL20, ANKRD65, TMEM88B, LINC01770, VWA1, ATAD3C, ATAD3B, ATAD3A, TMEM240, SSU72, FNDC10, LOC105378586, MIB2, MMP23B, MMP23A, CDK11B, SLC35E2B, CDK11A, SLC35E2, NADK, GNB1, CALML6, TMEM52, CFAP74	36	SAMD11 (616765), NOC2L (610770), PERM1 (615921), HES4 (608060), ISG15 (147571), AGRN (103320), MIR200B (612091), MIR200A (612090), MIR429 (612094), TNFRSF18 (603905), TNFRSF4 (600315), SDF4 (614282), B3GALT6 (615291), C1QTNF12 (616593), SCNN1D (601328), INTS11 (611354), CPTP (615467), TAS1R3 (605865), DVL1 (601365), MXRA8 (617293), AURKAIP1 (609183), CCNL2 (613482), MRPL20 (611833), VWA1 (611901), ATAD3C (617227), ATAD3B (612317), ATAD3A (612316), TMEM240 (616101), MIB2 (611141), MMP23B (603321), CDK11B (176873), MMP23A (603320), CDK11A (116951), NADK (611616), GNB1 (139380), CALML6 (610171)	Cytoregions Not Set				false	arr[hg19] 1p36.33(754,191-1,942,033)x3	chr1:754191-1942033
H18011527.OSCHP	3.0	Gain	3	q21.3	341.219	18	5	IFT122, RHO, H1FOO, PLXND1, TMCC1	4	IFT122 (606045), RHO (180380), PLXND1 (604282), TMCC1 (616242)	Cytoregions Not Set				false	arr[hg19] 3q21.3q22.1(129,180,588-129,521,807)x3	chr3:129180588-129521807
H18011527.OSCHP	3.0	Gain	17	q21.2	247.66	18	12	JUP, P3H4, FKBP10, NT5C3B, KLHL10, KLHL11, ACLY, TTC25, CNP, DNAJC7, NKIRAS2, ZNF385C	9	JUP (173325), P3H4 (617419), FKBP10 (607063), KLHL10 (608778), ACLY (108728), TTC25 (617095), CNP (123830), DNAJC7 (601964), NKIRAS2 (604497)	Cytoregions Not Set				false	arr[hg19] 17q21.2(39,938,468-40,186,128)x3	chr17:39938468-40186128
H18011527.OSCHP	3.0	Gain	13	q21.31	269.23	18	4	LINC00395, OR7E156P, LOC102723968, LINC00355	0		Cytoregions Not Set				false	arr[hg19] 13q21.31(64,306,173-64,575,403)x3	chr13:64306173-64575403
